case_name,phase_name,cycle_fraction,valid_direction_ratio,valid_direction_cycles,mean_cos_local_fault,median_cos_local_fault,P05_cos_local_fault,P95_cos_local_fault,mean_abs_cos_local_fault,mean_cos_raw_fault,median_cos_raw_fault,P05_cos_raw_fault,P95_cos_raw_fault,mean_abs_cos_raw_fault
Case05_fault_only,pre_fault,0.0848484848484849,1,14,0.697169356900486,0.847430569484779,-0.307021937197597,0.999544307654885,0.75245986372984,0.697296087955589,0.847236090781415,-0.304389079317776,0.999569557944671,0.75207695283592
Case05_fault_only,fault_window,0.115151515151515,1,19,0.602024113353648,0.909487823804049,-0.817114937201466,0.998925060356308,0.775080061455765,0.60239897128853,0.909268015712731,-0.816516882002896,0.998871422343846,0.774894073726937
Case06_drift_then_fault,pre_fault,0.0848484848484849,1,14,0.431216552825241,0.671105961664858,-0.68601927423635,0.984254533870026,0.693413995012234,0.431370768820133,0.671631168343085,-0.686504404160645,0.984183602487439,0.693475191145794
Case06_drift_then_fault,fault_window,0.115151515151515,1,19,0.58111456163328,0.941930283914327,-0.973294380289627,0.999633792287238,0.837328794312159,0.581575145955821,0.941011807935275,-0.973419201124279,0.999629880132976,0.837429935621769
