time_s,Cs1_true_pF,Cs2_true_pF,Cs1_fixed_pF,Cs2_fixed_pF,Cs1_NLMS_pF,Cs2_NLMS_pF,Cs1_CVFF_RLS_pF,Cs2_CVFF_RLS_pF
0,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.02,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.04,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.06,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.08,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.1,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.12,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.14,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.16,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.18,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.2,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.22,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.24,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.26,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.28,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.3,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.32,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
0.34,10,10,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697,9.99667740314027,9.99492397929697
