case_name,seed,drift_window_start_s,drift_window_end_s,Cs1_drift_tracking_RMSE_pF,Cs2_drift_tracking_RMSE_pF,Cs1_true_initial_pF,Cs2_true_initial_pF,Cs1_true_pre_pF,Cs2_true_pre_pF,Cs1_est_pre_pF,Cs2_est_pre_pF,true_drift_Cs1_pF,true_drift_Cs2_pF,pre_fault_estimation_bias_Cs1_pF,pre_fault_estimation_bias_Cs2_pF,true_fault_factor,M2_actual_fault_factor,M2_formal_fault_factor,counterfactual_parameter_fault_factor,M3_auxiliary_fault_factor,M3_formal_fault_factor,M2_actual_Delta_Cs1_pF,M2_actual_Delta_Cs2_pF,M2_formal_Delta_Cs1_pF,M2_formal_Delta_Cs2_pF,counterfactual_Delta_Cs1_pF,counterfactual_Delta_Cs2_pF,recursive_fault_induced_Delta_Cs1_pF,recursive_fault_induced_Delta_Cs2_pF,recursive_prediction_error_Cs1_pF,recursive_prediction_error_Cs2_pF,recursive_prediction_relative_error_Cs1_pct,recursive_prediction_relative_error_Cs2_pct,recursive_total_closure_error_Cs1_pF,recursive_total_closure_error_Cs2_pF,static_LS_first_fault_Cs1_pF,static_LS_first_fault_Cs2_pF,static_LS_ramp_mean_Cs1_pF,static_LS_ramp_mean_Cs2_pF,static_LS_steady_mean_Cs1_pF,static_LS_steady_mean_Cs2_pF,direct_RLS_steady_mean_Cs1_pF,direct_RLS_steady_mean_Cs2_pF,lambda_neutral_Delta_Cs1_pF,lambda_neutral_Delta_Cs2_pF,lambda_feedback_contribution_Cs1_pF,lambda_feedback_contribution_Cs2_pF,lambda_contribution_Cs1_pct,lambda_contribution_Cs2_pct,lambda_contribution_mean_pct,eta_geom_fault_ramp_mean,eta_geom_post_fault_mean,eta_geom_fault_min,eta_geom_fault_max,rank_X_min,rank_X_max,cond2_X_min,cond2_X_max,cond2_X_mean,lambda_fault_pre_mean,lambda_cf_pre_mean,lambda_fault_ramp_mean,lambda_cf_ramp_mean,lambda_fault_post_mean,lambda_cf_post_mean,lambda_fault_minus_cf_ramp_mean,lambda_fault_minus_cf_post_mean,rate_limit_active_Cs1_cycles,rate_limit_active_Cs2_cycles,rate_limit_active_any_cycles,projection_active_Cs1_cycles,projection_active_Cs2_cycles,state_mismatch_pre_mean,state_mismatch_ramp_mean,state_mismatch_post_mean,state_mismatch_post_max,E_in_pre_mean_A,E_in_ramp_mean_A,E_in_post_mean_A,E_quad_pre_mean_A,E_quad_ramp_mean_A,E_quad_post_mean_A,base_in_pre_mean_A,base_in_ramp_mean_A,base_in_post_mean_A,r_fault_B_fundamental_rms_A,delta_coupling_B_fundamental_rms_A,delta_coupling_to_fault_fundamental_ratio,delta_coupling_fault_phase_difference_deg,delta_coupling_fault_correlation,M2_fault_retention_error_pct,counterfactual_parameter_retention_error_pct
Case06_drift_then_fault,105,0.8,2.2,0.216860912217057,0.159477203823498,10,10,13,8,12.942172867184,8.05693901602591,3,-2,-0.0578271328159801,0.0569390160259129,1.59999999999967,1.40226869710244,1.40226869710244,1.60264742837203,1.58287648629316,1.58287648629316,5.00627092717497,-4.97734794650682,5.00627092717497,-4.97734794650682,0.117855700243377,-0.0956590837441187,4.8884152269316,-4.8816888627627,-0.117855700243377,0.0956590837441187,-2.35416144986549,1.92188861964641,0,0,0.395163765700436,-0.4730557110534,2.39338973975785,-2.49321432244512,4.88660405561254,-4.88660405561188,0.628263937730317,-0.628263937730239,4.84103519755194,-4.82002205707877,0.165235729623031,-0.157325889428045,3.38014922940063,3.22277584358397,3.3014625364923,0.235466619851413,0.275451415244565,0.173363711368723,0.275451415244936,2,2,1.29099444873578,1.29099444873585,1.2909944487358,0.890790790342835,0.890790790342835,0.629442582071641,0.934004756571127,0.890366952170587,0.891703171889455,-0.304562174499486,-0.00133621971886797,0,0,0,0,0,3.78210098306909e-06,6.9136270033889e-06,4.85488089039383e-06,1.49664946264061e-05,0.000926439022895299,0.00102802438551939,0.00112532599374629,1.11175181760596e-05,1.38879797071842e-05,0.000118446221722663,0.00092900117785095,0.000928815549176227,0.000928815549176227,0.000506606740943295,0.000168815400029097,0.33322770185547,0.0683225771530829,0.909038679103599,-12.3582064310797,0.165464273272262
