schema_version,case_name,algorithm_mode,cycle_index,time_start_s,time_end_s,sample_start_index,sample_end_index,n_samples,fault_factor_true,fault_factor_start,fault_factor_end,Cs1_true_pF,Cs2_true_pF,Cs1_est_before_pF,Cs2_est_before_pF,Cs1_est_pF,Cs2_est_pF,Cs1_cf_before_pF,Cs2_cf_before_pF,Cs1_cf_est_pF,Cs2_cf_est_pF,Cs1_lambda_neutral_before_pF,Cs2_lambda_neutral_before_pF,Cs1_lambda_neutral_est_pF,Cs2_lambda_neutral_est_pF,rank_X,sigma_max_X_A_per_pF,sigma_min_X_A_per_pF,cond2_X,r_fault_norm_A,r_parallel_norm_A,r_perp_norm_A,eta_geom,projection_energy_closure_relerr,projection_fit_relerr,counterfactual_identity_max_abs_A,delta_Cs1_LS_pred_pF,delta_Cs2_LS_pred_pF,cLS1_code_pF,cLS2_code_pF,innovation,lambda,cLS1_cf_code_pF,cLS2_cf_code_pF,innovation_cf,lambda_cf,innovation_lambda_neutral,lambda_neutral,R11,R12,R22,z1,z2,J11_before,J12_before,J22_before,h1_before,h2_before,J11_after,J12_after,J22_after,h1_after,h2_after,delta_Cs1_RLS_direct_raw_pF,delta_Cs2_RLS_direct_raw_pF,delta_Cs1_RLS_fault_cf_raw_pF,delta_Cs2_RLS_fault_cf_raw_pF,Cs1_raw_pF,Cs2_raw_pF,Cs1_rate_limited_pF,Cs2_rate_limited_pF,Cs1_projected_pF,Cs2_projected_pF,Cs1_cf_raw_pF,Cs2_cf_raw_pF,Cs1_cf_rate_limited_pF,Cs2_cf_rate_limited_pF,delta_Cs1_RLS_pred_pF,delta_Cs2_RLS_pred_pF,delta_Cs1_actual_pF,delta_Cs2_actual_pF,prediction_error_Cs1_pF,prediction_error_Cs2_pF,rate_limit_active_Cs1,rate_limit_active_Cs2,projection_active_Cs1,projection_active_Cs2,E_in_A,E_quad_A,base_in_A,E_in_cf_A,E_quad_cf_A,base_in_cf_A,gate_trigger_condition,gate_active,gate_hold_before,gate_hold_after,state_mismatch_norm_before,state_mismatch_norm_after,state_mismatch_rel_after,state_mismatch_cf_norm_after,state_mismatch_cf_rel_after
phase1b_mechanism_v1,Case06_drift_then_fault,M2,1,0.7,0.71998,35001,36000,1000,1,1,1,10,10,9.97269168701753,9.97852312252468,9.98364762509984,9.95048506729215,9.97269168701753,9.97852312252468,9.98364762509984,9.95048506729215,9.97269168701753,9.97852312252468,9.98364762509984,9.95048506729215,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,9.9995364341569,9.90988730962164,0.0147397629042503,0.962204027538043,9.9995364341569,9.90988730962164,0.0147397629042503,0.962204027538043,0.0147397629042503,0.962204027538043,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,2.98016388603635e-05,2.96410384420008e-05,3.59266640712174e-06,8.95666601780444e-07,3.59266640712172e-06,4.47659843084694e-05,4.47817116888968e-05,5.84532235794767e-06,1.45892507941809e-06,5.84532235794765e-06,7.28756492586775e-05,7.27301817891048e-05,0,0,0,0,9.98364762509984,9.95048506729215,9.98364762509984,9.95048506729215,9.98364762509984,9.95048506729215,9.98364762509984,9.95048506729215,9.98364762509984,9.95048506729215,0.0109559380823079,-0.0280380552325319,0.0109559380823079,-0.0280380552325319,0,0,0,0,0,0,0.000931938989960033,1.26526757910388e-05,0.000931938989960033,0.000931938989960033,1.26526757910388e-05,0.000931938989960033,0,0,0,0,0,1.40955799093728e-09,1.36904890317667e-05,1.40955799093728e-09,1.36904890317667e-05
phase1b_mechanism_v1,Case06_drift_then_fault,M2,2,0.72,0.73998,36001,37000,1000,1,1,1,10,10,9.98364762509984,9.95048506729215,10.013931588862,9.99871779457741,9.98364762509984,9.95048506729215,10.013931588862,9.99871779457741,9.98364762509984,9.95048506729215,10.013931588862,9.99871779457741,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,10.081267445718,10.1061897775771,0.0367551825910045,0.913219718735015,10.081267445718,10.1061897775771,0.0367551825910045,0.913219718735015,0.0367551825910045,0.913219718735015,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,3.01140713760878e-05,3.01587180688904e-05,5.84532235794767e-06,1.45892507941809e-06,5.84532235794765e-06,7.28756492586775e-05,7.27301817891048e-05,7.72650791105497e-06,1.92943021853529e-06,7.72650791105495e-06,9.66655512947289e-05,9.65773542258832e-05,0,0,0,0,10.013931588862,9.99871779457741,10.013931588862,9.99871779457741,10.013931588862,9.99871779457741,10.013931588862,9.99871779457741,10.013931588862,9.99871779457741,0.0302839637622103,0.0482327272852601,0.0302839637622103,0.0482327272852601,0,0,0,0,0,0,0.000929365201535574,1.09119320914034e-05,0.000931900383133666,0.000929365201535574,1.09119320914034e-05,0.000931900383133666,0,0,0,0,1.40955799093728e-09,1.41510841776866e-09,1.03562161974729e-05,1.41510841776866e-09,1.03562161974729e-05
phase1b_mechanism_v1,Case06_drift_then_fault,M2,3,0.74,0.75998,37001,38000,1000,1,1,1,10,10,10.013931588862,9.99871779457741,9.9853492370994,9.99552895702764,10.013931588862,9.99871779457741,9.9853492370994,9.99552895702764,10.013931588862,9.99871779457741,9.9853492370994,9.99552895702764,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,9.89784012391056,9.98551066853133,0.0233680606067166,0.943006065150056,9.89784012391056,9.98551066853133,0.0233680606067166,0.943006065150056,0.0233680606067166,0.943006065150056,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,2.96038882656938e-05,2.97609441903017e-05,7.72650791105497e-06,1.92943021853529e-06,7.72650791105495e-06,9.66655512947289e-05,9.65773542258832e-05,9.67458809396923e-06,2.41657546621621e-06,9.67458809396921e-06,0.000120760089427697,0.000120833974981455,0,0,0,0,9.9853492370994,9.99552895702764,9.9853492370994,9.99552895702764,9.9853492370994,9.99552895702764,9.9853492370994,9.99552895702764,9.9853492370994,9.99552895702764,-0.0285823517626476,-0.0031888375497644,-0.0285823517626476,-0.0031888375497644,0,0,0,0,0,0,0.000932676331549174,1.37841897824205e-05,0.000931912022359898,0.000932676331549174,1.37841897824205e-05,0.000931912022359898,0,0,0,0,1.41510841776866e-09,1.41286162987601e-09,8.27043491392947e-06,1.41286162987601e-09,8.27043491392947e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,4,0.76,0.77998,38001,39000,1000,1,1,1,10,10,9.9853492370994,9.99552895702764,9.96340323577903,10.0011010375181,9.9853492370994,9.99552895702764,9.96340323577903,10.0011010375181,9.9853492370994,9.99552895702764,9.96340323577903,10.0011010375181,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,9.87896960679297,10.0221585927122,0.0219324082041412,0.946200391745786,9.87896960679297,10.0221585927122,0.0219324082041412,0.946200391745786,0.0219324082041412,0.946200391745786,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,2.95806980812763e-05,2.98372115850363e-05,9.67458809396923e-06,2.41657546621621e-06,9.67458809396921e-06,0.000120760089427697,0.000120833974981455,1.15425433159073e-05,2.88367572067067e-06,1.15425433159073e-05,0.000143843942005019,0.000144170366048689,0,0,0,0,9.96340323577903,10.0011010375181,9.96340323577903,10.0011010375181,9.96340323577903,10.0011010375181,9.96340323577903,10.0011010375181,9.96340323577903,10.0011010375181,-0.0219460013203694,0.00557208049046487,-0.0219460013203694,0.00557208049046487,0,0,0,0,0,0,0.000939974921753599,9.97898631587196e-06,0.000932032965850804,0.000939974921753599,9.97898631587196e-06,0.000932032965850804,0,0,0,0,1.41286162987601e-09,1.41170615215614e-09,6.93178306914207e-06,1.41170615215614e-09,6.93178306914207e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,5,0.78,0.79998,39001,40000,1000,1,1,1,10,10,9.96340323577903,10.0011010375181,10.0623836139749,10.0251573129409,9.96340323577903,10.0011010375181,10.0623836139749,10.0251573129409,9.96340323577903,10.0011010375181,10.0623836139749,10.0251573129409,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,10.4348047880648,10.1154130618343,0.0970127130639396,0.779146713432735,10.4348047880648,10.1154130618343,0.0970127130639396,0.779146713432735,0.0970127130639396,0.779146713432735,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,3.09640182949932e-05,3.03918493516813e-05,1.15425433159073e-05,2.88367572067067e-06,1.15425433159073e-05,0.000143843942005019,0.000144170366048689,1.13817789606587e-05,2.84391752821997e-06,1.13817789606586e-05,0.000143039552955413,0.000142721716232912,0,0,0,0,10.0623836139749,10.0251573129409,10.0623836139749,10.0251573129409,10.0623836139749,10.0251573129409,10.0623836139749,10.0251573129409,10.0623836139749,10.0251573129409,0.0989803781958951,0.0240562754228044,0.0989803781958951,0.0240562754228044,0,0,0,0,0,0,0.000927864761749229,1.52500599682372e-05,0.00093197044278928,0.000927864761749229,1.52500599682372e-05,0.00093197044278928,0,0,0,0,1.41170615215614e-09,1.42040607977126e-09,7.02949110384783e-06,1.42040607977126e-09,7.02949110384783e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,6,0.8,0.81998,40001,41000,1000,1,1,1,10.0006069624009,9.99959535839942,10.0623836139749,10.0251573129409,10.0341176665521,10.0391289156177,10.0623836139749,10.0251573129409,10.0341176665521,10.0391289156177,10.0623836139749,10.0251573129409,10.0341176665521,10.0391289156177,2,0.00172787596177161,0.0013384069648507,1.29099444873582,0,0,0,NaN,0,0,0,0,-0,9.90995653163494,10.1000512991309,0.0339665274045523,0.919424476524871,9.90995653163494,10.1000512991309,0.0339665274045523,0.919424476524871,0.0339665274045523,0.919424476524871,2.3884442714145e-06,5.97111067853646e-07,2.38844427141452e-06,2.9701222320204e-05,3.00417643985196e-05,1.13817789606587e-05,2.84391752821997e-06,1.13817789606586e-05,0.000143039552955413,0.000142721716232912,1.28531304342399e-05,3.21187845251719e-06,1.28531304342399e-05,0.000161215288418586,0.000161263603634696,0,0,0,0,10.0341176665521,10.0391289156177,10.0341176665521,10.0391289156177,10.0341176665521,10.0391289156177,10.0341176665521,10.0391289156177,10.0341176665521,10.0391289156177,-0.0282659474228435,0.0139716026767935,-0.0282659474228435,0.0139716026767935,0,0,0,0,0,0,0.000932346814925887,8.0789850935737e-06,0.000931976088371329,0.000932346814925887,8.0789850935737e-06,0.000931976088371329,0,0,0,0,1.42040607977126e-09,1.41939292210041e-09,6.22467004106908e-06,1.41939292210041e-09,6.22467004106908e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,7,0.82,0.83998,41001,42000,1000,1,1,1,10.0042174230335,9.99718838464432,10.0341176665521,10.0391289156177,9.99767487225149,10.0724506865871,10.0341176665521,10.0391289156177,9.99767487225149,10.0724506865871,10.0341176665521,10.0391289156177,9.99767487225149,10.0724506865871,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,9.82672809920627,10.2282002738126,0.0561278580149104,0.870115515916824,9.82672809920627,10.2282002738126,0.0561278580149104,0.870115515916824,0.0561278580149104,0.870115515916824,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,2.95789466958242e-05,3.02981572797198e-05,1.28531304342399e-05,3.21187845251719e-06,1.28531304342399e-05,0.000161215288418586,0.000161263603634696,1.35721524903494e-05,3.39181634462777e-06,1.35721524903494e-05,0.000169854870551842,0.000170616120954929,0,0,0,0,9.99767487225149,10.0724506865871,9.99767487225149,10.0724506865871,9.99767487225149,10.0724506865871,9.99767487225149,10.0724506865871,9.99767487225149,10.0724506865871,-0.0364427943005889,0.0333217709693532,-0.0364427943005889,0.0333217709693532,0,0,0,0,0,0,0.000931381644654349,7.34312931562485e-06,0.000931967171715575,0.000931381644654349,7.34312931562485e-06,0.000931967171715575,0,0,0,0,1.41939292210041e-09,1.41918203798754e-09,5.89483838266813e-06,1.41918203798754e-09,5.89483838266813e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,8,0.84,0.85998,42001,43000,1000,1,1,1,10.0113439711297,9.99243735258018,9.99767487225149,10.0724506865871,10.0632164323145,10.0162218172119,9.99767487225149,10.0724506865871,10.0632164323145,10.0162218172119,9.99767487225149,10.0724506865871,10.0632164323145,10.0162218172119,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,10.3553779865342,9.76507594574788,0.0943251290534012,0.785126587856182,10.3553779865342,9.76507594574788,0.0943251290534012,0.785126587856182,0.0943251290534012,0.785126587856182,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,3.05651136937056e-05,2.95076270177112e-05,1.35721524903494e-05,3.39181634462777e-06,1.35721524903494e-05,0.000169854870551842,0.000170616120954929,1.30443020460263e-05,3.26011626114607e-06,1.30443020460263e-05,0.000163922688640827,0.000163462879896313,0,0,0,0,10.0632164323145,10.0162218172119,10.0632164323145,10.0162218172119,10.0632164323145,10.0162218172119,10.0632164323145,10.0162218172119,10.0632164323145,10.0162218172119,0.0655415600629752,-0.0562288693751736,0.0655415600629752,-0.0562288693751736,0,0,0,0,0,0,0.000922800921434369,1.35011674061407e-05,0.000931829677961357,0.000922800921434369,1.35011674061407e-05,0.000931829677961357,0,0,0,0,1.41918203798754e-09,1.4198345835064e-09,6.13327995144181e-06,1.4198345835064e-09,6.13327995144181e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,9,0.86,0.87998,43001,44000,1000,1,1,1,10.0218816504213,9.98541223305248,10.0632164323145,10.0162218172119,10.0998027376841,10.00897264877,10.0632164323145,10.0162218172119,10.0998027376841,10.00897264877,10.0632164323145,10.0162218172119,10.0998027376841,10.00897264877,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,10.2787668259842,9.9731407992238,0.0439626870525704,0.897183021308031,10.2787668259842,9.9731407992238,0.0439626870525704,0.897183021308031,0.0439626870525704,0.897183021308031,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,3.05063623718891e-05,2.99588537596782e-05,1.30443020460263e-05,3.26011626114607e-06,1.30443020460263e-05,0.000163922688640827,0.000163462879896313,1.40915705919229e-05,3.52203202484411e-06,1.40915705919229e-05,0.000177575015427602,0.000176614974216764,0,0,0,0,10.0998027376841,10.00897264877,10.0998027376841,10.00897264877,10.0998027376841,10.00897264877,10.0998027376841,10.00897264877,10.0998027376841,10.00897264877,0.036586305369612,-0.00724916844193224,0.036586305369612,-0.00724916844193224,0,0,0,0,0,0,0.000931806116920257,1.00121146591425e-05,0.00093182932454574,0.000931806116920257,1.00121146591425e-05,0.00093182932454574,0,0,0,0,1.4198345835064e-09,1.42191964901094e-09,5.67743506051766e-06,1.42191964901094e-09,5.67743506051766e-06
phase1b_mechanism_v1,Case06_drift_then_fault,M2,10,0.88,0.89998,44001,45000,1000,1,1,1,10.0357255046399,9.9761829969067,10.0998027376841,10.00897264877,10.0942770530157,10.0191753310235,10.0998027376841,10.00897264877,10.0942770530157,10.0191753310235,10.0998027376841,10.00897264877,10.0942770530157,10.0191753310235,2,0.0017278759617716,0.0013384069648507,1.29099444873581,0,0,0,NaN,0,0,0,0,-0,10.0626314718811,10.0766791228318,0.0154478084287451,0.960628626246042,10.0626314718811,10.0766791228318,0.0154478084287451,0.960628626246042,0.0154478084287451,0.960628626246042,2.3884442714145e-06,5.97111067853638e-07,2.3884442714145e-06,3.00519373889695e-05,3.00771028173145e-05,1.40915705919229e-05,3.52203202484411e-06,1.40915705919229e-05,0.000177575015427602,0.000176614974216764,1.59252103707825e-05,3.9804758534742e-06,1.59252103707825e-05,0.000200635580514806,0.000199738502873644,0,0,0,0,10.0942770530157,10.0191753310235,10.0942770530157,10.0191753310235,10.0942770530157,10.0191753310235,10.0942770530157,10.0191753310235,10.0942770530157,10.0191753310235,-0.00552568466838821,0.010202682253535,-0.00552568466838821,0.010202682253535,0,0,0,0,0,0,0.000922772777904487,1.05347735796949e-05,0.000931693476346121,0.000922772777904487,1.05347735796949e-05,0.000931693476346121,0,0,0,0,1.42191964901094e-09,1.4222457717797e-09,5.0236873318057e-06,1.4222457717797e-09,5.0236873318057e-06
