window,algorithm_mode,true_fault_RMS_A,true_counterfactual_RMS_A,true_fault_increment_A,estimated_fault_RMS_A,estimated_counterfactual_RMS_A,estimated_fault_increment_A,fault_increment_retention_ratio,fault_increment_retention_error,fault_increment_retention_error_pct,conventional_true_factor,conventional_estimated_factor
W1,M2,0.00135095130918278,0.000844344568239236,0.000506606740943542,0.00119445884473842,0.000855771433416955,0.000338687411321466,0.668541067358324,-0.331458932641676,-33.1458932641676,1.59999999999958,1.39576854063571
W1,M3,0.00135095130918278,0.000844344568239236,0.000506606740943542,0.00134112540156762,0.000855771433416955,0.000485353968150667,0.958048776150302,-0.0419512238496981,-4.19512238496981,1.59999999999958,1.56715373895151
W1,M4,0.00135095130918278,0.000844344568239236,0.000506606740943542,0.00125156766562053,0.000855845335326158,0.000395722330294369,0.781123301986018,-0.218876698013982,-21.8876698013982,1.59999999999958,1.46237598542643
W2,M2,0.00135095130918227,0.000844344568238918,0.000506606740943351,0.001181295356296,0.00084440833067842,0.000336887025617582,0.664987254196653,-0.335012745803347,-33.5012745803347,1.59999999999958,1.3989622240541
W2,M3,0.00135095130918227,0.000844344568238918,0.000506606740943351,0.00133958056453907,0.00084440833067842,0.000495172233860654,0.977429224369139,-0.0225707756308606,-2.25707756308606,1.59999999999958,1.58641325040276
W2,M4,0.00135095130918227,0.000844344568238918,0.000506606740943351,0.00120388247701179,0.000844433370224496,0.000359449106787292,0.709522944992413,-0.290477055007587,-29.0477055007587,1.59999999999958,1.42566899824366
