criterion_A_retention_vs_M2,criterion_B_adaptation_vs_M3,criterion_C_drift_dominates_fault,M2_mean_abs_retention_error,M3_mean_abs_retention_error,M4_mean_abs_retention_error,M3_F_movement_norm_pF,M4_F_movement_norm_pF,M4_CF_drift_movement_norm_pF,M4_fault_induced_movement_norm_pF,assessment
1,1,1,0.333235839222511,0.0322609997402794,0.254676876510784,0,0.47965461510648,1.6559023226204,1.31094463762853,DEMONSTRATED
