window,mean_g,median_g,min_g,mean_USR,mean_fault_evidence,mean_Ein_over_baseIn,mean_Ein_over_Equad
W0,0.99273763409396,1,0.967964303971117,0.00726236590603976,0.00744906310027712,0.99796941727383,74.6303165913339
W1,0.35530592044183,0.355345947294599,0.347603521245445,0.64469407955817,1.81488410662704,1.21778609279525,17.188383563379
W2,0.364099565777027,0.365220796958246,0.356901128947473,0.635900434222973,1.74721768947474,1.20966612273697,11.8260227328141
W3,0.994772045695348,1,0.966161955838759,0.00522795430465187,0.005369439012425,0.996677790854311,74.111458186318
