case_name,M3_gate_triggered,M3_overlap_active_ratio,M4_overlap_mean_g,M4_fault_bias_reduction_vs_M2,M2_mean_retention,M3_mean_retention,M4_mean_retention
Case07_factor1.30,0,0,0.545522942324891,0.0927879483131293,0.664536229780868,0.664536229780868,0.698180147908204
Case08_factor1.60,1,1,0.360040960237705,0.217748911685225,0.666764160777489,0.967739000259721,0.745323123489216
