case_name,pre_mean_g,fault_mean_g,pre_USR,fault_USR,Delta_USR_fault,fault_min_g,fault_P05_g,fault_median_g,fault_P95_g,pre_suppression_median,pre_suppression_MAD,pre_suppression_P95,material_threshold,material_suppression_onset_s,material_suppression_latency_s,excess_suppression_area_s,ISR_J_pre,ISR_J_fault,ISR_h_pre,ISR_h_fault,fault_rms_information_suppressed_DeltaCs1_pF,fault_rms_information_suppressed_DeltaCs2_pF,fault_cumulative_abs_suppressed_DeltaCs1_pF,fault_cumulative_abs_suppressed_DeltaCs2_pF,fault_max_per_cycle_suppressed_DeltaCs_pF,response_rate_limit_cycles,response_projection_cycles,pre_mean_Ein_over_baseIn,fault_mean_Ein_over_baseIn,pre_mean_Ein_over_Equad,fault_mean_Ein_over_Equad,pre_mean_background_excess,fault_mean_background_excess,pre_mean_phase_weight,fault_mean_phase_weight,pre_mean_fault_evidence,fault_mean_fault_evidence
Case05_fault_only,0.997213820343097,0.361036425067886,0.00278617965690341,0.638963574932114,0.636177395275211,0.352128749899166,0.353324266245111,0.360471572004571,0.368736837618941,0,0,0.0287114829951164,0.0287114829951164,3.01998,0.0199800000000003,0.628814544064115,0.00434379706627335,0.638822988153386,0.00434810977133969,0.638830216546894,0.0572609443284812,0.0537204436459185,0.893513243272061,0.751200917441716,0.159700927190871,0,0,0.996710563679711,1.21242893121386,83.2364880923596,9.79968877203461,0.0028775116338429,1.77024109344886,1,1,0.0028775116338429,1.77024109344886
Case06_drift_then_fault,0.990049939796825,0.361718306417255,0.00995006020317488,0.638281693582745,0.62833163337957,0.351771538313107,0.352238963974985,0.361678942946702,0.373934736955928,0,0,0.0667815694106797,0.0667815694106797,3.01998,0.0199800000000003,0.626079857219874,0.00556228536059558,0.637426907636594,0.00556761308902741,0.637455787014948,0.0639848333397303,0.0732350663684204,0.870768876645961,0.898358040043123,0.208721702217744,0,0,0.997438647558547,1.21185313847889,91.2062125861446,9.9393431851293,0.0105341060824629,1.76544282065738,1,1,0.0105341060824629,1.76544282065738
