case_name,algorithm_mode,fault_factor_true,fault_factor_est,fault_retention_error_pct,B_fundamental_true_pre_A,B_fundamental_true_fault_A,B_fundamental_est_pre_A,B_fundamental_est_fault_A,DeltaCs1_pre_post_pF,DeltaCs2_pre_post_pF,DeltaCs1_counterfactual_pF,DeltaCs2_counterfactual_pF,DeltaCs1_fault_induced_pF,DeltaCs2_fault_induced_pF
Case05_fault_only,M2,1.59999999999967,1.40107479735928,-12.432825165027,0.000844344568238776,0.00135095130918212,0.000844342600939131,0.00118298713851291,4.91677374531756,-4.95699445662807,0.0303943857393136,-0.0712814697135489,4.88637935957825,-4.88571298691452
Case05_fault_only,M3,1.59999999999967,1.58113711210479,-1.17893049343046,0.000844344568238776,0.00135095130918212,0.000844342600939131,0.0013350214216763,0.457519176229072,-0.618287543571657,0.0303943857393136,-0.0712814697135489,0.427124790489758,-0.547006073858109
Case05_fault_only,M4,1.59999999999967,1.40858033130537,-11.9637292933962,0.000844344568238776,0.00135095130918212,0.000844349163707652,0.00118933362475305,4.72535779107596,-4.78160408358936,0.0301194612733156,-0.0715721918183334,4.69523832980264,-4.71003189177103
Case06_drift_then_fault,M2,1.59999999999967,1.40226869710244,-12.3582064310797,0.000844344568238776,0.00135095130918212,0.000842477062294332,0.00118137921248247,5.00627092717497,-4.97734794650682,0.117855700243377,-0.0956590837441187,4.8884152269316,-4.8816888627627
Case06_drift_then_fault,M3,1.59999999999967,1.58287648629316,-1.07021960665711,0.000844344568238776,0.00135095130918212,0.000842477062294332,0.00133353713214739,0.561114929229058,-0.616252631092842,0.117855700243377,-0.0956590837441187,0.443259228985681,-0.520593547348724
Case06_drift_then_fault,M4,1.59999999999967,1.40965451237166,-11.8965929767531,0.000844344568238776,0.00135095130918212,0.000842477429943422,0.00118760211069134,4.82358512332133,-4.79988448046218,0.117208657071306,-0.0943733500838277,4.70637646625003,-4.70551113037835
