scene,Cs1_RMSE_pF,Cs2_RMSE_pF,B_FundErr_Fixed_pct,B_FundErr_CVFF_RLS_pct
缓慢耦合漂移,0.157320251866564,0.108513587962671,8.9587533463069,0.354785857594943
阻性故障+耦合漂移,0.31525785226768,0.328066392866906,6.78184018208727,-0.310162815400145
