Cs1_RMSE_NoGate_pF,Cs2_RMSE_NoGate_pF,Cs1_RMSE_Gated_pF,Cs2_RMSE_Gated_pF
2.61516181742424,2.59985803593428,0.31525785226768,0.328066392866906
