true_fault_factor,fixed_estimated_factor,no_gate_estimated_factor,gated_estimated_factor,no_gate_retention_error_pct,gated_retention_error_pct,gated_cycles_after_fault
1.59999999999967,1.55107375232268,1.40226869710244,1.58287648629316,-12.3582064310797,-1.07021960665711,48
