case_name,Cs1_RMSE_relative_degradation,Cs2_RMSE_relative_degradation,Cs1_RMSE_absolute_change_pF,Cs2_RMSE_absolute_change_pF,B_abs_error_relative_degradation,B_abs_error_absolute_change_pct_point
Case01_static,-0.0137839668881382,-0.000938875044442359,-0.000556459201887155,-3.68930565943365e-05,-0.024374090601831,-0.000867971448557603
Case02_slow_drift,0.0225272892674786,0.0189099621460368,0.00354399882143069,0.00205198784070475,0.0282215666404031,0.0100126127231883
Case03_smooth_step,0.00627810006768879,0.00618901102437469,0.00144266595628117,0.0011143709388495,0.016560767983855,0.00271914448140503
Case04_random_drift,0.00333613030257581,0.00449686544921798,0.000898369648194564,0.000943871212419484,-0.00596680081754519,-0.000522722774735029
