time_s,Cs1_true_pF,Cs2_true_pF,Cs1_fixed_pF,Cs2_fixed_pF,Cs1_NLMS_pF,Cs2_NLMS_pF,Cs1_CVFF_RLS_pF,Cs2_CVFF_RLS_pF
0,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.02,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.04,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.06,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.08,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.1,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.12,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.14,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.16,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.18,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.2,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.22,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.24,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.26,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.28,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.3,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.32,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.34,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.36,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.38,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.4,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.42,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.44,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.46,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.48,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.5,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.52,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.54,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.56,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.58,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.6,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.62,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.64,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.66,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.68,10,10,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637,10.0288452942673,9.96813022703637
0.7,10,10,10.0288452942673,9.96813022703637,10.0479012308217,9.9554475246756,10.0725882387388,9.93879638859183
0.72,10,10,10.0288452942673,9.96813022703637,9.98583625275809,10.0531848520929,9.93473949093969,10.1475352824604
0.74,10,10,10.0288452942673,9.96813022703637,10.0385683241744,10.0098085292322,10.0459079771062,10.0391397266654
0.76,10,10,10.0288452942673,9.96813022703637,9.98564312712833,10.0452112397118,9.96226476378638,10.0855570664627
0.78,10,10,10.0288452942673,9.96813022703637,10.0041100885691,10.0159503578776,9.99222882983694,10.0372657228633
0.8,10,10,10.0288452942673,9.96813022703637,9.96536097423144,10.0116461349839,9.94976636842271,10.0278154609046
0.82,10.0018192419825,9.99878717201166,10.0288452942673,9.96813022703637,9.9759715454867,10.0024120779722,9.96318757096913,10.0156621097851
0.84,10.0072069970845,9.99519533527697,10.0288452942673,9.96813022703637,9.98985584159519,10.0035539080442,9.97745198190157,10.0145646613488
