time_s,Cs1_pF,Cs2_pF,lambda,E_in,E_quad,gate,base_in
0.71998,10.0725882387388,9.93879638859183,0.938451505374664,0.000924123633014271,1.67002065278027e-05,0,0.000924123633014271
0.73998,9.93473949093969,10.1475352824604,0.696619265010198,0.000926404285973133,1.69763716505333e-05,0,0.000924157842808654
0.75998,10.0459079771062,10.0391397266654,0.781207529138381,0.000924829933385988,8.63578696161259e-06,0,0.000924167924167314
0.77998,9.96226476378638,10.0855570664627,0.841542631145738,0.000924184952169232,1.42062845900971e-05,0,0.000924168179587343
0.79998,9.99222882983694,10.0372657228633,0.888671082205732,0.000936432132208945,7.88549975073419e-06,0,0.000924352138876667
0.81998,9.94976636842271,10.0278154609046,0.902102033590893,0.000932290710474347,1.62189060776711e-05,0,0.000924471217450632
0.83998,9.96318757096913,10.0156621097851,0.950267971534328,0.000928133338928641,5.51129884139303e-06,0,0.000924526149272802
0.85998,9.97745198190157,10.0145646613488,0.955004580219377,0.000922958899541346,8.96110920509149e-06,0,0.00092450264052683
0.87998,9.97885562169745,9.99732501223877,0.941500430848917,0.000927730080414918,7.69132639631008e-06,0,0.000924551052125152
0.89998,9.94593178702045,9.95450023941601,0.832102412657056,0.00092477595721279,1.44571449574997e-05,0,0.000924554425701466
0.91998,9.96748184520048,9.92882624617166,0.890177520351506,0.000929066742393708,1.01373373434728e-05,0,0.00092462211045185
0.93998,10.0014450535831,9.93522394338981,0.884227394776929,0.000925423447610716,1.43015925508379e-05,0,0.000924634130509233
0.95998,10.0381522929923,9.91549822657419,0.861307382385037,0.000922144112552714,1.36297160562551e-05,0,0.000924596780239885
0.97998,10.0297059839778,9.93993555166259,0.908209237643999,0.000933018379385312,1.3176029872318e-05,0,0.000924723104227066
0.99998,10.0345082102212,9.89829081626249,0.85571026174601,0.000925437705200464,1.38574015870351e-05,0,0.000924733823241667
1.01998,10.0804036126659,9.88481634235666,0.840348663042661,0.000925358711345187,1.41618175048471e-05,0,0.00092474319656322
1.03998,10.0777190744675,9.88652886808208,0.983403276019438,0.000938533109511045,1.02782349406689e-05,0,0.000924950045257437
1.05998,10.1258873075881,9.86188997360731,0.811722515609511,0.000924826013819088,1.41168793601921e-05,0,0.000924948184785862
1.07998,10.1119040843239,9.88944388563692,0.888298280067159,0.000921498665188559,1.18114935366008e-05,0,0.000924896441991903
1.09998,10.1705406755221,9.83330742198099,0.74885787781591,0.000924167954769719,1.54843599259174e-05,0,0.00092488551468357
1.11998,10.1925310847364,9.82790588835418,0.921739430405978,0.000922970104260644,9.67404988784192e-06,0,0.000924856783527226
1.13998,10.2144198982881,9.80802341948562,0.896011322659689,0.000921738983694844,8.38918490576101e-06,0,0.00092481001652974
1.15998,10.2831627655858,9.76021672711423,0.748064642039631,0.00092214382741998,1.29517956530407e-05,0,0.000924770023693094
1.17998,10.3429748916351,9.73956583298976,0.814845798993619,0.000924772197550189,1.31539915232982e-05,0,0.00092477005630095
1.19998,10.3830098237246,9.74216472372056,0.877066410270471,0.000923052618366906,8.18923458070182e-06,0,0.000924744294731939
1.21998,10.3780152338734,9.74825359032578,0.969043248153822,0.000917082348396281,1.24462008161104e-05,0,0.000924629365536904
1.23998,10.4523028055033,9.66543864036425,0.691756095528822,0.000936396777785497,7.92242485159742e-06,0,0.000924805876720633
1.25998,10.5459763251462,9.64912225427198,0.756677867075394,0.000938161999694941,1.73407328174873e-05,0,0.000925006218565248
1.27998,10.5561707908877,9.61928918659771,0.909036346337509,0.00093097081345829,1.18436268807396e-05,0,0.000925095687488644
1.29998,10.6330456540399,9.60239047725774,0.790552735184158,0.000932728030600426,1.05802292823762e-05,0,0.00092521017263532
1.31998,10.6873108747422,9.58454161997717,0.844330546104378,0.00092554476805032,1.09129729978119e-05,0,0.000925215191566545
1.33998,10.6970585306156,9.56246921115909,0.925285263403222,0.000920856285439456,8.63235874141407e-06,0,0.000925149807974639
1.35998,10.7486377817213,9.54349517674629,0.837718947556384,0.0009247178049465,1.68310135324928e-05,0,0.000925143327929217
1.37998,10.8532402309521,9.49284214698155,0.707796554011125,0.000927859790743651,1.75258579029612e-05,0,0.000925184074871433
1.39998,10.8998848320722,9.42445780801785,0.795409138775083,0.000927661941970415,1.93368132541386e-05,0,0.000925221242877918
1.41998,11.0655952998662,9.31653662723618,0.614200724471923,0.00092472923964269,1.83484989442339e-05,0,0.00092521386282939
1.43998,11.0971611435064,9.26550705536563,0.867981779988423,0.000933608356977067,1.08080353783282e-05,0,0.000925339780241605
1.45998,11.1244399974706,9.27395340202647,0.926483538152917,0.000921902351722466,6.95214333439974e-06,0,0.000925288218813818
1.47998,11.17162725455,9.26010903000176,0.870266037351998,0.000924531765713002,1.31468853866535e-05,0,0.000925276872017305
1.49998,11.189329540753,9.21276880932739,0.861868564297094,0.000929972003366103,1.05065280158454e-05,0,0.000925347298987537
1.51998,11.2770655066133,9.19491122237824,0.773028427995901,0.000927045139020115,1.41097446387319e-05,0,0.000925372766588026
1.53998,11.3474072347798,9.18587846502014,0.819427457404113,0.000931572344736841,9.04009948118924e-06,0,0.000925465760260258
1.55998,11.3922505495513,9.15542660045306,0.855991215903628,0.000921391680597461,9.91974172360804e-06,0,0.000925404649065316
1.57998,11.5803776199451,8.99538504688644,0.55,0.000936239473216848,9.35878590166076e-06,0,0.000925567171427589
1.59998,11.6215143344768,8.93162365004451,0.842564967041035,0.000932394926249697,1.2027023028251e-05,0,0.000925669587749921
1.61998,11.7056040772039,8.89835174625456,0.808063115076212,0.000932737734978977,9.19121183948377e-06,0,0.000925775609958357
1.63998,11.7645032055887,8.89127667409747,0.862879255319065,0.000929324228992841,1.05297781135325e-05,0,0.000925828839243874
1.65998,11.776891925131,8.79929009734891,0.790110548681464,0.00093666894322133,1.39585106269111e-05,0,0.000925991440803536
1.67998,11.7892592600468,8.83300518138474,0.907279804934632,0.000932839600457611,1.70547338329755e-05,0,0.000926094163198347
1.69998,11.8126826810646,8.6877665642652,0.683440320665232,0.000924088774990006,1.98292535426471e-05,0,0.000926064082375222
1.71998,11.9357964793922,8.61711914043112,0.716555142469723,0.000926992029899527,1.79064242864606e-05,0,0.000926078001588086
1.73998,12.0140389413365,8.5649213275022,0.804711976581726,0.000920731293889736,1.26771216560962e-05,0,0.000925997800972611
1.75998,12.0512513897216,8.59465984738542,0.888349580841271,0.00092621412652253,1.43692140275297e-05,0,0.00092600104585586
1.77998,12.0715947884272,8.59219140960241,0.942720476238169,0.000926795515185849,1.17718020692383e-05,0,0.00092601296289581
1.79998,12.1124261331791,8.49962554416051,0.754570121413411,0.000925632077287012,1.11140765412541e-05,0,0.000926007249611678
1.81998,12.1494866740478,8.45777524960844,0.8564053787534,0.000918149368169023,1.02846119628581e-05,0,0.000925889381390038
1.83998,12.1647785035547,8.4534244394931,0.950597582888989,0.000922326877436871,1.54218838408152e-05,0,0.00092583594383074
1.85998,12.2510622148792,8.40653442046888,0.746068446926794,0.000926674246363197,1.17461635124375e-05,0,0.000925848518368727
1.87998,12.2778095150891,8.4094333098751,0.920427220198229,0.000921277257665566,8.5331919603146e-06,0,0.00092577994945818
1.89998,12.3125916913937,8.38537309940556,0.873596003180492,0.00092406885612813,8.09837142604033e-06,0,0.000925754283058229
1.91998,12.3379253167316,8.33526685408409,0.835286830058376,0.000920378786003448,6.8135052324227e-06,0,0.000925673650602407
1.93998,12.4065188789715,8.27709882468678,0.760491706547115,0.000920588831577091,1.2078972001954e-05,0,0.000925597378317028
1.95998,12.4583054831761,8.19753412141676,0.763681804559591,0.000926761879399638,1.53300648897591e-05,0,0.000925614845833267
1.97998,12.5014634438161,8.22904406472662,0.859493775770434,0.000929652749654542,1.25272651084523e-05,0,0.000925675414390586
1.99998,12.5319145483379,8.25478468530512,0.887582721361529,0.000923691579204,1.29907795783991e-05,0,0.000925645656862787
2.01998,12.6495145409278,8.18905978848657,0.685789065375701,0.000928430656555055,1.44289458218203e-05,0,0.000925687431858171
2.03998,12.6952663193022,8.2001107959432,0.879243050652058,0.000933794813023507,1.38633449812877e-05,0,0.000925809042575651
2.05998,12.6681555529036,8.16163949016036,0.872690988418018,0.000920176667580845,1.2427281900189e-05,0,0.000925724556950729
2.07998,12.6712814814429,8.15096409436794,0.962239452236441,0.00092710050332316,1.19147871798299e-05,0,0.000925745196146315
2.09998,12.7242356033754,8.12461972227581,0.825212381669953,0.000933428494560159,1.67232615061112e-05,0,0.000925860445622523
2.11998,12.7589456814344,8.12415239772416,0.8908992703756,0.000925774181474565,5.7711960345028e-06,0,0.000925859151660304
2.13998,12.7773130179761,8.13624544132536,0.924358411407146,0.00092788120622203,1.51234529137696e-05,0,0.000925889482478729
2.15998,12.8650611747052,8.14666638649199,0.744013726691846,0.000921408390472623,2.04153023843547e-05,0,0.000925822266098638
2.17998,12.8983632085188,8.1188703870917,0.868687523992518,0.00092668759460323,8.58191680910116e-06,0,0.000925835246026207
2.19998,12.9418922447397,8.12504555968949,0.86483614330362,0.000933199591064195,9.76640598062209e-06,0,0.000925945711201776
2.21998,12.9799378759253,8.13149803501933,0.877613535172302,0.000927837358174578,1.38706068870812e-05,0,0.000925974085906368
2.23998,12.9819520617049,8.15283271877702,0.925159295963653,0.000927079307395647,1.15954038390938e-05,0,0.000925990664228708
2.25998,12.9860536559865,8.13055510954039,0.917061732187467,0.000929312032336521,1.02240114229471e-05,0,0.000926040484750325
2.27998,12.9707489658587,8.08717735021481,0.841327651351207,0.000923385788527411,1.8189899389015e-05,0,0.000926000664306981
2.29998,12.9726516859918,8.06531533357432,0.917928912507502,0.00092611390307106,1.42620850642755e-05,0,0.000926002362888442
2.31998,12.9929127535623,8.04521934285887,0.892966006596713,0.000928968548374563,1.35295144185685e-05,0,0.000926046855670734
2.33998,13.0334077636497,8.05252724036442,0.851508309871547,0.000929484872953484,1.58744285104908e-05,0,0.000926098425929975
2.35998,13.036253384737,8.04013752066373,0.947252829981728,0.000921829015672942,2.97852790982635e-06,0,0.00092603438477612
2.37998,13.0124804081395,8.04714144470213,0.900095002658481,0.000930780144995984,1.57516000710341e-05,0,0.000926105571179418
2.39998,13.0247285384912,8.03978659021298,0.937567633201056,0.00093191902222328,7.51676458431803e-06,0,0.000926192772945076
2.41998,13.0554830752206,8.04214211743031,0.872981335288811,0.000927744168534611,1.01288246006808e-05,0,0.000926216043878919
2.43998,13.0569223320492,8.06860548550914,0.889857187195899,0.000923275338982183,1.16257837988172e-05,0,0.000926171933305468
2.45998,13.0162848839019,8.0786430456231,0.837079841303049,0.000928214119721487,1.34912698507912e-05,0,0.000926202566101708
2.47998,12.9758019122168,8.04658850175888,0.81351174508107,0.000918021604359874,1.98045426660829e-05,0,0.00092607985167558
2.49998,12.9699845602765,8.04886669721201,0.970762421121037,0.000927769052015587,6.44999742619174e-06,0,0.00092610518968068
2.51998,12.9809069190353,8.03039476539054,0.910210991896733,0.000924939122302129,1.69196630234764e-05,0,0.000926087698670002
2.53998,12.9931936060202,7.99937210897997,0.865945939487674,0.000921409610682512,9.635327704564e-06,0,0.00092601752735019
2.55998,12.9931250746348,7.98169895709021,0.923897578102922,0.000921313461531238,1.09191653784945e-05,0,0.000925946966362905
2.57998,12.9933777490456,7.9654730743941,0.927233273978273,0.000922004453229298,5.66626858277851e-06,0,0.000925887828665901
2.59998,12.9530882675775,7.96351752961752,0.836187806679876,0.000923797623902742,1.29599494855815e-05,0,0.000925856475594454
2.61998,12.9755582391827,7.99523918821323,0.848205819854961,0.000937616576257388,1.11500476640777e-05,0,0.000926032877104398
2.63998,12.9630825604243,8.00109586955365,0.939754832238445,0.000931137676999406,8.89629025373886e-06,0,0.000926109449102823
2.65998,12.9541550754722,7.97970569227335,0.901038522833184,0.000935181951397053,1.67560850098051e-05,0,0.000926245536637237
2.67998,12.9166358369378,7.97399055060573,0.84771092193847,0.000933418792518467,1.65954592134913e-05,0,0.000926353135475455
2.69998,12.9373454389703,7.98011660048137,0.909476109223624,0.000938145507609801,1.23016271383489e-05,0,0.00092653002105747
2.71998,12.9328368961719,7.98718987482019,0.959287405810493,0.00092992890676969,8.05414972682296e-06,0,0.000926581004343154
2.73998,12.9678549668249,7.97500584520223,0.845339837999056,0.00092934251572563,1.30054071578771e-05,0,0.000926622427013891
