window,algorithm_mode,true_fault_RMS_A,true_counterfactual_RMS_A,true_fault_increment_A,estimated_fault_RMS_A,estimated_counterfactual_RMS_A,estimated_fault_increment_A,fault_increment_retention_ratio,fault_increment_retention_error,fault_increment_retention_error_pct,conventional_true_factor,conventional_estimated_factor
W1,M2,0.00109764793871101,0.000844344568239236,0.000253303370471771,0.00102424858809827,0.000855771433416955,0.000168477154681313,0.665120066769664,-0.334879933230336,-33.4879933230336,1.29999999999966,1.19687167402673
W1,M3,0.00109764793871101,0.000844344568239236,0.000253303370471771,0.00102424858809827,0.000855771433416955,0.000168477154681313,0.665120066769664,-0.334879933230336,-33.4879933230336,1.29999999999966,1.19687167402673
W1,M4,0.00109764793871101,0.000844344568239236,0.000253303370471771,0.00103766243343514,0.000855845335326158,0.000181817098108978,0.71778396698863,-0.28221603301137,-28.221603301137,1.29999999999966,1.21244153657672
W2,M2,0.00109764793871059,0.000844344568238918,0.000253303370471675,0.00101258970960553,0.00084440833067842,0.000168181378927113,0.663952392792073,-0.336047607207927,-33.6047607207927,1.29999999999966,1.19917067704878
W2,M3,0.00109764793871059,0.000844344568238918,0.000253303370471675,0.00101258970960553,0.00084440833067842,0.000168181378927113,0.663952392792073,-0.336047607207927,-33.6047607207927,1.29999999999966,1.19917067704878
W2,M4,0.00109764793871059,0.000844344568238918,0.000253303370471675,0.00101631904143902,0.000844433370224496,0.000171885671214523,0.678576328827779,-0.321423671172221,-32.1423671172221,1.29999999999966,1.20355149059133
