case_name,seed,true_fault_factor,M2_actual_fault_factor,M2_formal_fault_factor,counterfactual_parameter_fault_factor,M3_auxiliary_fault_factor,M2_actual_Delta_Cs1_pF,M2_actual_Delta_Cs2_pF,M2_formal_Delta_Cs1_pF,M2_formal_Delta_Cs2_pF,recursive_fault_induced_Delta_Cs1_pF,recursive_fault_induced_Delta_Cs2_pF,recursive_prediction_error_Cs1_pF,recursive_prediction_error_Cs2_pF,recursive_prediction_relative_error_Cs1_pct,recursive_prediction_relative_error_Cs2_pct,counterfactual_Delta_Cs1_pF,counterfactual_Delta_Cs2_pF,lambda_neutral_Delta_Cs1_pF,lambda_neutral_Delta_Cs2_pF,lambda_feedback_contribution_Cs1_pF,lambda_feedback_contribution_Cs2_pF,eta_geom_fault_ramp_mean,eta_geom_post_fault_mean,eta_geom_fault_min,eta_geom_fault_max,rank_X_min,rank_X_max,cond2_X_min,cond2_X_max,cond2_X_mean,lambda_fault_pre_mean,lambda_cf_pre_mean,lambda_fault_ramp_mean,lambda_cf_ramp_mean,lambda_fault_post_mean,lambda_cf_post_mean,lambda_fault_minus_cf_ramp_mean,lambda_fault_minus_cf_post_mean,rate_limit_active_Cs1_cycles,rate_limit_active_Cs2_cycles,rate_limit_active_any_cycles,projection_active_Cs1_cycles,projection_active_Cs2_cycles,state_mismatch_pre_mean,state_mismatch_ramp_mean,state_mismatch_post_mean,state_mismatch_post_max,E_in_pre_mean_A,E_in_ramp_mean_A,E_in_post_mean_A,E_quad_pre_mean_A,E_quad_ramp_mean_A,E_quad_post_mean_A,E_in_post_change_pct,E_quad_post_change_pct,r_fault_B_fundamental_rms_A,delta_coupling_B_fundamental_rms_A,delta_coupling_to_fault_fundamental_ratio,delta_coupling_fault_phase_difference_deg,delta_coupling_fault_correlation,M2_fault_retention_error_pct,counterfactual_parameter_retention_error_pct
Case05_fault_only,106,1.59999999999967,1.40107479735928,1.40107479735928,1.60105115428053,1.58113711210479,4.91677374531756,-4.95699445662807,4.91677374531756,-4.95699445662807,4.88637935957825,-4.88571298691452,-0.0303943857393136,0.0712814697135489,-0.618177433286602,1.43799776935876,0.0303943857393136,-0.0712814697135489,4.78314633441506,-4.8250026076949,0.133627410902497,-0.131991848933169,0.235466619851413,0.275451415244565,0.173363711368723,0.275451415244936,2,2,1.29099444873578,1.29099444873585,1.2909944487358,0.873952366346039,0.873952366346039,0.590783455110383,0.880153678482468,0.880369131287328,0.88087351805992,-0.289370223372086,-0.000504386772591842,0,0,0,0,0,3.94854225794089e-06,6.78557192969439e-06,4.98420535990903e-06,1.49941443447727e-05,0.000927120013362,0.00103460319648333,0.00112607164092766,1.23532985329673e-05,1.59777680253156e-05,0.000119688270638865,21.4591018097168,868.877019506349,0.000506606740943295,0.000168849635794913,0.333295280438714,0.0067672600862636,0.909040087198527,-12.432825165027,0.0656971425536663
