time_s,Cs1_pF,Cs2_pF,lambda,innovation_scalar,E_in,E_quad,base_in,evidence_ratio_base,evidence_ratio_quad,evidence_background_excess,evidence_phase_weight,fault_evidence_score,update_weight,delta_c_m2_raw_1,delta_c_m2_raw_2,delta_c_raw_1,delta_c_raw_2,delta_c_applied_1,delta_c_applied_2,J_increment_norm_raw,J_increment_norm_applied,h_increment_norm_raw,h_increment_norm_applied,rate_limit_active,projection_active,base_in_increment_candidate,base_in_increment_applied
1.69998,9.93445076733858,10.0196538684713,0.83379551426257,0.0724514542640134,0.000928903730475516,1.5070367778827e-05,0.000931093323794736,0.997612636973162,61.6377612075856,0,1,0,1,0.0424398784416482,-0.0140974896534605,0.0424398784416482,-0.0140974896534605,0.0424398784416482,-0.0140974896534605,1.44918652683374e-06,1.44918652683374e-06,1.70363727839407e-05,1.70363727839407e-05,0,0,-3.33440606988542e-08,-3.33440606988542e-08
1.71998,9.94831507699465,10.0102274551174,0.931267309797519,0.0286439057089801,0.00092957248525452,9.29818981191096e-06,0.000931070511216633,0.998366609982511,99.9734898981672,0,1,0,1,0.0138643096560767,-0.00942641335389993,0.0138643096560767,-0.00942641335389993,0.0138643096560767,-0.00942641335389993,1.54218841769983e-06,1.54218841769983e-06,1.87400705490129e-05,1.87400705490129e-05,0,0,-2.28125781032412e-08,-2.28125781032412e-08
1.73998,9.95374344326527,10.0329747360499,0.904316344969502,0.0407566988901117,0.000929517706577173,1.45811189009281e-05,0.000931047219147041,0.998332237332217,63.7480369564681,0,1,0,1,0.00542836627061583,0.0227472809325135,0.00542836627061583,0.0227472809325135,0.00542836627061583,0.0227472809325135,6.34108793759334e-07,6.34108793759334e-07,8.19562110154421e-06,8.19562110154421e-06,0,0,-2.32920695919644e-08,-2.32920695919644e-08
1.75998,9.95029445677383,10.0299877371404,0.975475239146226,0.00877517341742662,0.000923140925945229,8.37654168445449e-06,0.000930928624749014,0.991508171616392,110.205495381699,0,1,0,1,-0.00344898649143843,-0.00298699890953458,-0.00344898649143843,-0.00298699890953458,-0.00344898649143843,-0.00298699890953458,2.73629932522477e-06,2.73629932522477e-06,3.30312864695081e-05,3.30312864695081e-05,0,0,-1.18594398027124e-07,-1.18594398027124e-07
1.77998,9.96903963804335,10.0214783903873,0.906856439694089,0.0396150832835555,0.00092651750162503,1.06409296371341e-05,0.000930862457902154,0.995261588260438,87.0711049880819,0,1,0,1,0.0187451812695159,-0.00850934675307258,0.0187451812695159,-0.00850934675307258,0.0187451812695159,-0.00850934675307258,3.9577210016994e-07,3.9577210016994e-07,5.01308587285208e-06,5.01308587285208e-06,0,0,-6.61668468597424e-08,-6.61668468597424e-08
1.79998,9.9738384191807,10.019363766343,0.97092226549751,0.0108214537089842,0.00092848289224871,6.7228024994319e-06,0.000930826764417352,0.99744369790245,138.109500062884,0,1,0,1,0.00479878113735133,-0.00211462404425511,0.00479878113735133,-0.00211462404425511,0.00479878113735133,-0.00211462404425511,2.5068388030876e-06,2.5068388030876e-06,3.04441514155949e-05,3.04441514155949e-05,0,0,-3.56934848017108e-08,-3.56934848017108e-08
1.81998,9.9647625153395,10.0236877575605,0.946632876074749,0.021738033224832,0.000924581233812137,4.53068144669491e-06,0.000930733081458274,0.993290340540062,204.07111924439,0,1,0,1,-0.00907590384119672,0.0043239912174684,-0.00907590384119672,0.0043239912174684,-0.00907590384119672,0.0043239912174684,1.55870741703638e-06,1.55870741703638e-06,1.87885328025035e-05,1.87885328025035e-05,0,0,-9.36829590782347e-08,-9.36829590782347e-08
1.83998,9.98137568170094,10.0104058193958,0.890128561382908,0.0471332308391426,0.000935612030900955,1.28961790678856e-05,0.000930803202547715,1.00524205009971,72.5495533180623,0.0436837508308844,1,0.0436837508308844,0.958144647939467,0.0173516331106072,-0.0138723295174152,0.0166131663614433,-0.0132819381647167,0.0166131663614433,-0.0132819381647167,6.48613305080799e-07,6.21465366845496e-07,7.79516877981681e-06,7.46889924616631e-06,0,0,7.31842416402386e-08,7.01210894411033e-08
1.85998,9.98911899005928,9.98533636505443,0.874785345865658,0.0540290580379066,0.000930160671587643,1.36087296788959e-05,0.000930793564583314,0.999309702675565,68.3502937834774,0,1,0,1,0.00774330835833936,-0.025069454341347,0.00774330835833936,-0.025069454341347,0.00774330835833936,-0.025069454341347,1.14758616704478e-06,1.14758616704478e-06,1.42939097458028e-05,1.42939097458028e-05,0,0,-9.63796440106666e-09,-9.63796440106666e-09
1.87998,9.99344472624719,9.97882573355638,0.957224685596849,0.0169776693946747,0.000928065874696888,1.26291571115057e-05,0.000930752649235018,0.997069500703017,73.4859711132317,0,1,0,1,0.00432573618791032,-0.00651063149805253,0.00432573618791032,-0.00651063149805253,0.00432573618791032,-0.00651063149805253,1.9493677465189e-06,1.9493677465189e-06,2.35598124456142e-05,2.35598124456142e-05,0,0,-4.09153482963795e-08,-4.09153482963795e-08
